Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,Z65,etiqueta
0.000113661,5.08028e-05,0.000369342,3.46222e-05,9.8893e-05,0.000338693,0.000575496,5.59064e-05,0.000700062,0.000141721,0.000506863,0.000354551,0.000877737,7.98175e-05,0.000996643,0.00019572,0.00017716,0.000673517,0.000487038,0.000609107,0.00106184,0.000116051,0.00130838,0.000270689,0.000475201,0.000204028,0.000838023,0.000631365,0.00074233,0.000944736,0.00141477,0.000175105,0.00163749,0.00035672,0.000602224,0.000925298,circle
0.0106437,0.0696444,0.0178324,0.0150992,0.0540459,0.00620883,0.0101613,0.00159159,0.0185245,0.0123424,0.0233237,0.0129765,0.00747381,0.013901,0.0138734,0.000941961,0.032458,0.0177583,0.00267608,0.00728417,0.00774961,0.00804711,0.00174866,0.0104423,0.0155749,0.00261274,0.00557474,0.00732636,0.00612896,0.00157744,0.00913883,0.00343638,0.0113116,0.00864918,0.00423644,0.0140165,circle
0.000119783,0.000133307,0.00038723,0.000105673,0.000264159,0.000410246,0.000611449,0.000162817,0.000176371,0.000390005,0.000601807,0.00011147,0.000931793,0.000200538,0.000259973,0.000964177,0.000508106,0.000776151,0.000172906,0.000735093,0.00114776,0.000212257,0.000358317,0.0012435,0.00167915,0.000615479,0.000926177,0.000254932,0.000858752,0.000854957,0.00153163,0.00019298,0.000476475,0.00152087,0.00205676,0.000621595,circle
6.60749e-05,0.000169447,0.000221107,0.000135683,0.000339439,6.42779e-05,0.00033691,0.000233182,0.000283947,0.0005105,9.71724e-05,0.000148067,0.000531654,0.000340918,0.000408922,0.000558297,0.00068312,0.000130908,0.000211958,0.000127915,0.000631541,0.000462236,0.000543971,0.000741931,0.000559989,0.000857756,0.000165639,0.000288733,0.000162045,0.000152778,0.000874019,0.000599537,0.000690001,0.000941124,0.000723706,0.000485959,circle
0.00405191,0.0165943,0.010382,0.0170779,0.0272811,0.00489056,0.0120819,0.0206016,0.0079362,0.0287633,0.00401737,0.00346379,0.0107499,0.0162459,0.00370916,0.00573442,0.0216506,0.00169568,0.00146612,0.00558402,0.009961,0.00664,0.00360034,0.00665953,0.00440257,0.0098564,0.0017038,0.00275789,0.00762653,0.00290951,0.0126934,0.00406612,0.00971399,0.00583995,0.00284597,0.00288322,circle
0.0966222,0.0212747,0.155753,0.0638019,0.0878586,0.0472114,0.0874659,0.0689436,0.0498058,0.120776,0.0605069,0.0316207,0.149028,0.0370201,0.0137936,0.0397636,0.0485825,0.0366778,0.0579839,0.0303998,0.0874219,0.040231,0.034406,0.0282831,0.0301854,0.0895756,0.0132747,0.0552982,0.0272397,0.0123,0.105145,0.0564005,0.0499721,0.00590494,0.00831549,0.0170026,circle
0.00232242,0.0549557,0.00420295,0.006679,0.0628337,0.00591546,0.00476642,0.0019983,0.00333614,0.0236734,0.013379,0.0194657,0.00564237,0.0045885,0.00493908,0.00443067,0.0193333,0.0258197,0.0138687,0.00670146,0.00224978,0.00566296,0.00410362,0.00225702,0.00429899,0.0275453,0.0181193,0.000528192,0.0120451,0.00750992,0.00816873,0.0014545,0.000939676,0.00229803,0.00510562,0.0021923,circle
8.80194e-05,4.60427e-05,0.000287756,5.25478e-05,9.37912e-05,0.000139652,0.000445814,9.61292e-05,0.00024013,0.000145035,0.000208187,0.000142387,0.000684184,0.000152157,0.000344943,0.000245444,0.000201684,0.000275135,0.000192073,0.000248913,0.000823685,0.000224816,0.000457418,0.000329408,0.000348166,0.000265727,0.000339926,0.000243939,0.000298234,0.000617087,0.0011049,0.000317413,0.000578096,0.000422109,0.000454857,0.000993134,circle
0.000903073,0.0708606,0.000799214,0.00440019,0.060391,0.0140112,0.00504794,0.00389978,0.00396253,0.0104131,0.0340847,0.00782076,0.00495183,0.0031778,0.0036178,0.000895779,0.0497934,0.0284073,0.0079686,0.0120748,0.00138604,0.00322659,0.00312952,0.00243919,0.00382467,0.0250059,0.00496977,0.0189615,0.0083603,0.00981801,0.00523246,0.00192109,0.00371356,0.00314118,0.00171945,0.00345015,circle
0.000149205,0.000162278,0.000494385,0.000316139,0.000324392,0.00053539,0.000758423,0.000523707,0.000632908,0.000486411,0.000806685,0.000758864,0.00118183,0.000727551,0.000908237,0.00100134,0.0006489,0.00108212,0.00101155,0.000570253,0.00141124,0.000928084,0.00120426,0.00132599,0.000723479,0.000813239,0.00136277,0.0012641,0.000701306,0.00112927,0.00192321,0.00112701,0.00152444,0.00167509,0.00094725,0.00139985,circle
