Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Hu7,Category
-0.3605566844398726,-0.34258572663016434,-0.15256299326644543,-0.2945347168680991,0.057682715548062855,-0.2090851298173679,0.07555630856455908,circulo
-0.3520121369727836,-0.3058058739214573,-0.1541858335292373,-0.29450377633250036,0.057682730504568604,-0.20907291275827905,0.07555629574906852,circulo
-0.3485741131198854,-0.2956720981370655,-0.1543664063190328,-0.2945413616354671,0.057682731642052565,-0.20908029990630028,0.07555630907363314,circulo
-0.36146380789211036,-0.3367059804159801,-0.15375305076070683,-0.29448101735779586,0.0576827498351024,-0.2090463723031166,0.07555629956466942,circulo
3.064052677261326,1.9705458208686757,-0.028010019304802864,1.122703313452918,-0.07680700475958718,1.6024052559182327,0.0037822538007357687,circulo
-0.3553911129981596,-0.31928646985972853,-0.1532570939888793,-0.29410574252766225,0.057682737235993306,-0.2090745514274758,0.07555618898660414,circulo
-0.36864662052365127,-0.355906570256933,-0.15433177864265749,-0.2946519704438371,0.05768273281099015,-0.20906816411727988,0.07555630486137575,circulo
-0.34518313214932633,-0.306422236957832,-0.150155994670224,-0.29320364377346947,0.057681897731702285,-0.20932561183088183,0.07555587241147027,circulo
-0.33784063157040123,-0.2601626432208698,-0.1543224366659431,-0.29449971812832876,0.057682727051516065,-0.2091089494167932,0.07555631012692852,circulo
-0.34901967063433764,-0.30076712283744145,-0.15394551483010538,-0.2943299426198413,0.057682694532382256,-0.20913955002008394,0.07555630359941479,circulo
-0.3139473065918314,-0.1939394210724318,-0.15068990935095994,-0.2900059640669312,0.05767901159413534,-0.21042318741420032,0.07555303795198491,circulo
3.264732330922653,5.010212482272174,0.2254600790692311,0.39302753465671797,-0.00912392636590996,-1.5415187438125477,0.13350815072909775,circulo
-0.35473837965015476,-0.31442258167809956,-0.15433009964702313,-0.2944880510438174,0.057682741004447896,-0.20903464223739684,0.07555630441232365,circulo
-0.36847645051698474,-0.36303250141495796,-0.15287148389525868,-0.29457500843588763,0.05768273803669269,-0.20906762410825777,0.07555629764893508,circulo
-0.2740204240782319,-0.048091883424762005,-0.1541462429806609,-0.29350340878908676,0.05768284536629427,-0.2088331825152943,0.07555615185615974,circulo
-0.3494522673843538,-0.31251221901113796,-0.14985175589861732,-0.29207854649133097,0.05768311664527114,-0.20903694882037813,0.07555412850254455,circulo
-0.3034226497753979,-0.15423595373363183,-0.15251837421445794,-0.29042725794490526,0.05768583429667494,-0.207435833163141,0.07555691704163837,circulo
-0.36079180068939815,-0.3391197183793783,-0.1531709085466332,-0.294507304171535,0.05768271355988439,-0.20909144598839766,0.07555630722362881,circulo
-0.36378807132193147,-0.3504783697147375,-0.152844133828544,-0.2941663128299398,0.057682782779389055,-0.20905073143132866,0.07555620293208049,circulo
3.448842505035267,10.41709752550223,-0.1168817696226975,-0.2774579626349269,0.05776822216945576,-0.1891354233886196,0.07562606170268701,circulo
-0.34734252566231977,-0.28994568948225047,-0.15441773679216803,-0.2946108108465321,0.057682732246888135,-0.20907648161011566,0.07555630590212248,circulo
-0.286829973766535,-0.09215766610681442,-0.15436125353700894,-0.2944321017500526,0.0576827210653497,-0.20917546377129603,0.07555630449090625,circulo
-0.293096540752155,-0.11279660391925629,-0.15368741328083846,-0.29259450762051326,0.057683269920273714,-0.20850612575667968,0.07555672936976637,circulo
-0.3450609837113313,-0.2937402388016876,-0.15251273757326428,-0.29209898536091644,0.0576841743470958,-0.208481120835364,0.07555668450410648,circulo
-0.32003858333347585,-0.2672694670082122,-0.15124952064086505,-0.2838053926855481,0.057699337157219664,-0.20635982720043933,0.07555632085791161,circulo
-0.32440008651870933,-0.22400388758356354,-0.1527127123073719,-0.29027315781207075,0.057685817216441976,-0.20770013693478254,0.07555702190954225,circulo
-0.3645758488309637,-0.35037836826357494,-0.15243363057751727,-0.29425848590567877,0.05768279773261763,-0.2090430980952984,0.07555637367967324,circulo
-0.3467558381310401,-0.2961627458978636,-0.15271127056039713,-0.29305154854320115,0.05768341591214652,-0.20875287180711397,0.07555648363912827,circulo
-0.3399990299674766,-0.2788107330047025,-0.15186493253418606,-0.29236107407357564,0.057681280973725255,-0.20965328224462773,0.07555612303831374,circulo
-0.3432432941409097,-0.27996195174217336,-0.15371249268770712,-0.2937883410685928,0.0576828579925596,-0.20893447739594914,0.0755564409495537,circulo
3.1928964140745566,1.7453442194315927,-0.14548361663122525,0.10616572405582371,0.05149553863013317,0.20038550114010262,0.07572722201807677,circulo
-0.36247438221919237,-0.35101435346957854,-0.1526941098598932,-0.29439471716917376,0.05768278207981313,-0.20904771214064444,0.07555630607639659,circulo
-0.36080179074137614,-0.33268394427017467,-0.15440072506349442,-0.294614512010855,0.05768273335304846,-0.20906487085586795,0.07555630418094882,circulo
3.179930222293227,4.538869958142769,-0.014256373669306018,5.244002548433293,-1.1944783113595108,10.201168385599553,0.11749514644293425,circulo
-0.29270055239943416,-0.1297892033221623,-0.14878710468203443,-0.28056844089621547,0.05771314759820045,-0.20393981078557086,0.07556730633143167,circulo
2.875186691573131,4.538384677596176,-0.04717265773997935,0.3733083234433809,0.08183751395962828,0.31515340500947786,0.038249053535907504,circulo
-0.32443557558278374,-0.22632864410901035,-0.15196969023918108,-0.29143762739112755,0.05768307260602309,-0.20894525919076992,0.07555405623849806,circulo
-0.307336696850224,-0.15882572621259924,-0.1544357563065822,-0.29454665944823694,0.05768273074640752,-0.20910615145783784,0.07555630723471084,circulo
-0.3151337443796991,-0.2214895021244594,-0.147631496586692,-0.28563600288380536,0.057668842345826234,-0.21173309177598162,0.07556765908852647,circulo
4.304884892718602,2.7841191356625097,-0.1410684387992831,0.06862576194135621,0.06122714469110737,0.2266178193851117,0.07033004446214808,circulo
-0.3520618688649226,-0.31754127171612956,-0.1531671045030702,-0.29409241155658244,0.05768261657222507,-0.20911890650862117,0.07555624854103828,circulo
-0.36190029397717627,-0.3420488025560677,-0.15272272711278992,-0.2944159249900105,0.05768277372466735,-0.20903812433682106,0.07555631846215745,circulo
-0.3579943612328058,-0.33232637317710667,-0.15444013502083118,-0.29462538270368166,0.05768273317166389,-0.20906291679873465,0.07555630511345167,circulo
-0.3384445445339806,-0.29397479055839265,-0.14963912614096578,-0.2862848159044419,0.0576882203585961,-0.20828410100316205,0.0755442502410357,circulo
-0.23103661632124559,0.0508274022024784,-0.14087397064589938,-0.1727472331132767,0.05890590405457029,-0.14758254730849985,0.07590396124572371,circulo
-0.32868000017737864,-0.23568727425906874,-0.15403205629771327,-0.29396313655983697,0.05768283166530081,-0.20887387476539576,0.07555633972678842,circulo
-0.19056935152281718,0.24162449839315203,-0.15001838521526767,-0.2606614712271288,0.05778148028715366,-0.19348020370839672,0.0755146764441411,circulo
-0.361795902839752,-0.3518015603912772,-0.15172422325722887,-0.29448676302943744,0.05768272950347465,-0.20906546480980462,0.07555627340476997,circulo
-0.3289005221166502,-0.2329807806368573,-0.15398743582551536,-0.2942305587478727,0.05768270832678393,-0.20914767465689177,0.07555625886003212,circulo
-0.34115140274797673,-0.2721282963768244,-0.153831933279849,-0.29400963549595016,0.05768281312221408,-0.2089641211091101,0.07555622870112914,circulo
0.13385769961509078,0.6677318305525408,0.5049456798621946,6.590413737474049,3.6401087308510527,5.094856588059088,1.183660095344715,triangulo
-0.2729618528162168,-0.325245628399022,-0.07548390214339906,-0.27688903512819185,0.057562657112923785,-0.21052448755196768,0.07543989210692581,triangulo
-0.13523439632120723,-0.22370934782889182,-0.0628388670702544,0.08824603372462358,0.07017224018414346,-0.08626154281433838,0.08848638279509216,triangulo
-0.06612704761830623,0.3654351463263325,0.005497632443806025,0.41756529178519036,0.11093443487462819,0.2091699421961514,0.1053586599604589,triangulo
-0.16372693604867042,-0.2305692381287601,0.04693040195154966,-0.15888577916135402,0.06321026812415477,-0.17149935042358397,0.07711666381775462,triangulo
-0.24108773454969185,-0.3230937527703448,-0.03862593532217342,-0.22071215096236121,0.05941639817124439,-0.20175438534250703,0.07528207388265813,triangulo
-0.13464776147619192,-0.3339628283358355,0.0873309111140433,-0.06283976081225483,0.059459190370985515,-0.18503295681984466,0.062199856816660494,triangulo
-0.19743035044741183,-0.30294099512125483,0.02090840607110859,-0.19488212658456155,0.06101100660572048,-0.18986890678687987,0.07494872135151419,triangulo
-0.16187763658388657,-0.24104683394191662,0.050412496658866095,-0.18722477735582732,0.05359251704986119,-0.24144083933229632,0.0756678507190407,triangulo
-0.1393790799263433,-0.04592613126852188,0.04126044852824135,0.40364005132430986,0.12267345202897352,0.12223475522629117,0.06318272695906473,triangulo
-0.12921023272341417,-0.36000096599355996,0.15195472141604205,-0.20761806371679567,0.05628154487596787,-0.21083984964946484,0.07877636351377419,triangulo
-0.10364406685834819,-0.16292211648953386,0.1472208922256749,0.43413164100805,0.12368654615196788,-0.0338243138430131,0.1307661561116902,triangulo
-0.23972120055526075,-0.23367551519447147,-0.056646119171244916,-0.1628932659119114,0.0613272051810186,-0.17246613898888055,0.07671487358097591,triangulo
-0.20959033184872944,-0.2567396624126907,-0.010352838826989742,-0.17737346387764835,0.05975164488537316,-0.19039444249557783,0.07873221424349212,triangulo
-0.1584036993756797,-0.2703070719126222,0.0023937264190320518,0.1062605120230903,0.06912599645078008,-0.13753729395225267,0.09766416626371592,triangulo
0.01582077421491172,0.6320257982884443,0.11313205528567981,2.194106708171819,0.5789627668980948,1.9410982941399466,0.06860547725592392,triangulo
-0.09893647044964173,-0.29968276832521096,-0.032598006894545686,0.4976469787289897,-0.0031826161428373336,-0.38115282450817517,0.05928400811248026,triangulo
-0.20251318353135572,-0.27673542725046446,0.0002438755701121699,-0.19408354371072944,0.06089666417463297,-0.18712966531490924,0.07535381560965276,triangulo
-0.2329611133037806,-0.2130244051999362,-0.05611730197389215,-0.2114584997467547,0.05594308942205208,-0.23432251774766782,0.07475221353773741,triangulo
-0.15480118638302345,-0.357148950092212,0.10417622767014109,-0.28783414871227336,0.05775647961075598,-0.20858152992314186,0.07555588098814156,triangulo
-0.19430122121901852,-0.33559654934894767,-0.005414997265609479,-0.28062678459290274,0.05780721678270469,-0.2091516135847819,0.07565964595915269,triangulo
0.07919949227957009,0.8890728687189907,0.1489497225263993,2.916508646321749,0.8700177084017217,2.8410356485821953,0.03243371580265475,triangulo
-0.2534560742842347,-0.30540937327900775,-0.05789324279752031,-0.2820138501732361,0.05767697799813179,-0.20925922214124257,0.07544791581772696,triangulo
-0.13814547297158525,-0.36150713297288656,0.1309429203448763,-0.293102760843809,0.05767543069572898,-0.20900592979186391,0.07555216071565525,triangulo
-0.19808583227134335,-0.28952946904119553,0.00850999103454416,-0.27194933920386716,0.05781445409086799,-0.20748462128724893,0.07524141116010602,triangulo
-0.23695881300253768,-0.30014866608657736,-0.03400612203143495,-0.22747605492898085,0.05906943867349296,-0.19536079192211803,0.07489065201759643,triangulo
-0.19663107400631963,-0.24383191929375989,-0.013522217705129744,-0.22376403743652493,0.05944939526598766,-0.18927112906809399,0.07597240783069775,triangulo
-0.11904968241902528,-0.25040094296665605,0.14028756827475122,-0.04355163095340743,0.048113140514114576,-0.2465729670445563,0.06151326118545632,triangulo
-0.23080077427524523,-0.3458521082644388,-0.017762795336152635,-0.2866767941573148,0.05764126416146514,-0.20999956164385516,0.07560756887593807,triangulo
3.0892895740723882,0.7074711015689936,8.874655433833924,7.9394226065979945,-10.075113405160868,7.167539099442303,-14.397886250644202,triangulo
-0.08429940958611608,-0.14978410535718178,0.17865334805471342,0.4831914101880617,0.09475946717544624,-0.10570708117526534,0.16598867313268595,triangulo
-0.07291558198239484,0.09391486692291795,0.0900675156167369,0.3271828183208937,0.11644198086233107,0.10850733987674756,0.05593321185960603,triangulo
-0.19980063880609877,-0.3354820975530344,0.023785741220093668,-0.27753954660990177,0.057708560736952026,-0.2072875052691413,0.07578716095854864,triangulo
-0.22283906115979135,-0.35044222212441833,0.0006740455915296763,-0.27296032807993637,0.057862712461442416,-0.20798792386652648,0.07529955904848908,triangulo
-0.11589249584949113,-0.11396111739356281,0.09505527648721118,0.09949188449634386,0.07378072895593739,-0.139163509368844,0.10168583848946358,triangulo
-0.07463753030475097,0.0516852584042043,0.05639576895896158,1.0876796656975056,0.2270802214310207,0.47340917201408167,-0.009939898744521296,triangulo
-0.08664423028224605,-0.043025461073422214,0.10381344604462302,0.2613999291591268,0.010717230077780096,-0.4179352590083465,0.10120204498898515,triangulo
-0.17158164028957423,-0.29921908140048886,0.052569024848161526,-0.2458041871673544,0.056853454000946164,-0.21659178036774981,0.07464776440044575,triangulo
-0.2605029185672411,-0.3207368843322807,-0.06511596983460699,-0.2754185264246489,0.05759122984762359,-0.2078418774261164,0.07573156279373948,triangulo
-0.17992373008896162,-0.13726375120651974,-0.006699246946446483,-0.06540632178431291,0.06626455537660556,-0.14921239667957456,0.06923990275807257,triangulo
-0.19659512750228,-0.11870510124496254,-0.037845289804366224,-0.048797764104204895,0.06833869624133429,-0.10356383840198587,0.07476745692317562,triangulo
-0.011524810902511251,0.498715583328268,0.052229429430282026,0.5703042941245278,0.1336012520151208,0.2076321846638482,0.12833259218423101,triangulo
-0.26111860756623073,-0.31448447297002413,-0.062088148767481144,-0.27596100488446407,0.05755445324040365,-0.21108885437882446,0.07570250108055353,triangulo
-0.13444188050582914,-0.2115440126521123,0.08475772731870557,-0.15764168208239338,0.05574309587506248,-0.21300020075238896,0.06975984700523061,triangulo
-0.15651680214832173,-0.22466632852411003,0.06142288275451875,-0.030683409519900742,0.07307235744448026,-0.14260723331954844,0.07079331790441384,triangulo
-0.06448869059607111,0.06100048965903548,0.11473736498707658,0.2167899372767862,0.10420987495285959,0.0694646149261444,0.08934618431768132,triangulo
-0.13382203962730696,-0.28587910196003063,-0.06753185396067578,0.27679188431143736,0.056486917761864174,-0.113224406125747,0.10678526245608128,triangulo
-0.17079891349924675,-0.24403885501894648,0.03532133305888685,-0.16246883677476123,0.06304981707676423,-0.16937625253848218,0.07583680380256295,triangulo
-0.20018905790530125,-0.3322021835690422,0.018571696594667914,-0.06243306619409383,0.06956845460373447,-0.1781214715019284,0.07674153152607804,triangulo
-0.07261892959013294,0.23358681155787975,0.04421489566363833,0.25006375795957825,0.06926578378834271,-0.15469589098937886,0.11809983095662348,triangulo
-0.1838872824109359,-0.07042199062214254,-0.02498879585968438,0.24176740414808084,0.09357347244545308,0.02561485242713722,0.07041434077116236,triangulo
-0.22048176622929538,-0.2614269112387358,-0.02432655423482185,-0.18555591217632214,0.06067161146844725,-0.1810065061655455,0.07413660529767246,triangulo
-0.2722791208485307,-0.35387706894785287,-0.06338837015693052,-0.2776367003684301,0.05782821729946185,-0.20880026124898224,0.07564435730323765,triangulo
-0.0750466807509848,0.15852657921102767,0.06385981003495252,0.44180540750462566,0.13299380036989888,0.22511024905496732,0.08380211963048236,triangulo
-0.2328335661587702,-0.3417086655904349,-0.020789810180683377,-0.23582564402653874,0.05716438469687071,-0.20788749666692932,0.07673683831469448,triangulo
-0.052135625231535546,0.3042847089273562,0.10437579451514097,2.2087846992488833,0.5509357982840246,1.3849187632877695,0.2244487011826717,triangulo
-0.21541425065272815,-0.35131182469885336,0.0050341083072463705,-0.2526148866647711,0.05846341703284617,-0.20910376541238812,0.07595282223960154,triangulo
-0.1995927425078016,-0.2719770868712375,-0.00458571747852145,-0.207572846115859,0.05557677455351743,-0.22868866206066882,0.07693783421322939,triangulo
-0.10941891289688208,0.08066429271698526,0.027585018766288202,0.17287522708578665,0.09190384603285452,0.055782320548318116,0.068475847148492,triangulo
-0.2407433121397785,-0.2749528613917056,-0.04804266841998973,-0.23496707827378557,0.05880675542990669,-0.1953287126956643,0.07601360689923717,triangulo
-0.21897494459508257,-0.33422951241888094,-0.0017140873136526349,-0.27394043957693115,0.057455751804373664,-0.21112690970800957,0.07574287937390599,triangulo
-0.21226318643142034,-0.3484188910301989,0.012639840179786544,-0.2785784381690211,0.05755557391744912,-0.2106210042852849,0.07572098218686238,triangulo
-0.17662805249645708,-0.2613790483720846,0.03520520462751134,-0.1600776417649394,0.062029824925715155,-0.19133807161581723,0.07230538850129412,triangulo
-0.21650911292959227,-0.22935252665266775,-0.026901058415445187,-0.15308278741288675,0.060692053507486445,-0.18428911518881638,0.07187942735033889,triangulo
-0.2135092062448165,-0.2918057619590483,-0.012429575432965469,-0.2664334056776136,0.057819917851860365,-0.20541450968192598,0.07597488754659322,triangulo
-0.2159123534058552,-0.18205259369775975,-0.0421212467503876,-0.06937217331585813,0.06687719565180791,-0.12842594545768504,0.0758981040608017,triangulo
-0.2555247211590282,-0.3615061866600185,-0.03989984801978881,-0.2934396993434687,0.057680350561639025,-0.20909098241164534,0.07555354826207845,triangulo
0.018609859184239366,0.25225450801105315,0.171477861248453,0.38340452540518577,0.13603295319201403,0.23598546760342615,0.05301951363608091,triangulo
-0.16629326967407151,-0.321891515350626,0.01641168647788835,-0.2807678280093404,0.057853079894242744,-0.20869039641443124,0.07552289594624564,triangulo
-0.2133256099177226,-0.2063091404943629,-0.02910985731821069,-0.13478511112623986,0.05607429408746653,-0.2292596302736413,0.08089213011770058,triangulo
-0.04321444743726834,-0.08574936374220202,0.25103288217854447,0.7883549504323095,0.19702048306351605,0.08129620476103021,0.19071554686121767,triangulo
3.2710485489437477,-0.14466783917213838,13.77972456539083,5.9465769251279,-12.29092972854854,1.4803188224969521,-7.957903373851989,triangulo
-0.2741657178814094,-0.3339387902797028,-0.07521754989012021,-0.28729095336908056,0.057643728148655614,-0.2092308006307644,0.07553337306819101,triangulo
-0.21071245007513634,-0.30312255546596767,0.003297613757317819,-0.2096814055892563,0.06003173605558425,-0.1935944560302762,0.07644427438701187,triangulo
-0.0584617603916166,0.1566223732914013,0.0727223149636958,0.08782532623323734,0.07750035026354399,-0.0276729323602339,0.05539902580410577,triangulo
-0.1377912859239169,0.06849003320257446,-0.012487659286140259,0.3254952731718187,0.1046943106870854,0.11526292117054399,0.07997871494480237,triangulo
-0.17292941620299887,-0.28963144432537813,0.05148579049992437,-0.18794217589384893,0.05570338725742787,-0.218743066122899,0.07894562189505887,triangulo
-0.21790933877512123,-0.3491917601543742,0.006378356655412674,-0.26728031726615287,0.05721963340174897,-0.211968073361658,0.07561093612667243,triangulo
-0.20840542620598665,-0.25279015759220863,-0.015820661802474295,-0.24132538090817354,0.056901303231647854,-0.21802629323049816,0.07471441335687644,triangulo
-0.12610866440078947,-0.16527108122545067,0.10532112455114157,0.4377622505463113,0.1338479764253832,0.032702355309172856,0.0465060417488879,triangulo
-0.22306881850221413,-0.27333452401698727,-0.02382392979297109,-0.20111764316133338,0.05633261283914652,-0.2214623021776048,0.07774087302510747,triangulo
-0.12423325930434898,0.01663624513341856,0.032296436378917534,0.0906180763272898,0.0685239932705883,-0.16313508276628302,0.09869575792127887,triangulo
-0.056770646868252145,0.065069209510068,0.15429247407651098,0.26677734685002513,-0.00211380264449461,-0.5275850674720819,0.08028677177057164,triangulo
-0.15307454603885537,-0.11068692418981854,0.028758572499577903,-0.0011947432819246547,0.06288102629210264,-0.18680260105014931,0.0914938091466391,triangulo
-0.13232160530411086,-0.001236458406472543,0.03727266152764279,0.45113089377989407,0.1280543925912512,0.1605990200600141,0.09179050145464822,triangulo
0.050897637918703664,0.5771269020793823,0.27900231464560415,4.3836488011153,1.764656266140549,3.7059269234190504,-0.021329656248902686,triangulo
-0.29850056579641643,-0.30281003253373634,-0.1506891418578888,-0.28985245064412263,0.057687997940339145,-0.20875193305438225,0.07555692448979871,cuadrado
-0.3003203784390389,-0.3069190422129631,-0.1498998378176497,-0.29004180198631485,0.057681867618698715,-0.20815305844338267,0.07556148247331917,cuadrado
-0.2695107356783815,-0.18958325685815153,-0.14671215391347006,-0.2933019054679753,0.057681909165842274,-0.20904693553928935,0.0755570650152156,cuadrado
-0.32513828026112934,-0.33473336934461295,-0.15364734384950393,-0.2943302931144777,0.057682716281158314,-0.2090861021638324,0.07555634696563522,cuadrado
-0.32980094885318917,-0.3508286997332135,-0.14315869741445175,-0.2751401013182338,0.05774275886235105,-0.20748071745993946,0.0755139145909563,cuadrado
-0.3126893874950062,-0.2749817292307777,-0.1528002824393353,-0.29303711568936375,0.057682838703609754,-0.20935520661713908,0.075555643661752,cuadrado
-0.2960251800137334,-0.24781170066616753,-0.1504832029709607,-0.28812824805210074,0.05768622789012405,-0.2092867590295138,0.07556383378955107,cuadrado
-0.25800072273604513,-0.13699630103397623,-0.15349740289793198,-0.2901056048389059,0.05768301855060457,-0.20904627292140576,0.07555390930397263,cuadrado
4.18324161428872,2.663414874140479,0.014568794109387337,-0.21627021331700103,0.05994646422127042,-0.22000950094070681,0.07508579431784579,cuadrado
3.801686782343334,2.3908033804216813,0.010333837261312068,0.1961630912709122,0.093238650205456,0.38472639485849586,0.07981400289652187,cuadrado
-0.32197364218780444,-0.33847340487045974,-0.14803561801787485,-0.2842407110228234,0.05768938512380254,-0.20849454551917837,0.07557634278631796,cuadrado
-0.30189076363334455,-0.25065223772871564,-0.15153115952224683,-0.27562920917753986,0.05770918051924236,-0.20508763281291054,0.07558079871150285,cuadrado
-0.24346723843909215,-0.06789471340710694,-0.1517621136794026,-0.2912220978997729,0.05768248941073236,-0.20865538515006188,0.07555889773666108,cuadrado
-0.19568945520191222,0.09283673963953942,-0.1432943054186224,-0.2739413098345075,0.05776376309396519,-0.19698587002127393,0.07556006460513749,cuadrado
-0.3010083118681346,-0.245714699114503,-0.15295209507310972,-0.2918217647928863,0.05768120029292941,-0.20991473510780675,0.07555615079490245,cuadrado
-0.302740916681332,-0.26673363480050183,-0.15076247256123085,-0.29342196383360736,0.05768263369035555,-0.20909369279269807,0.07555695904496555,cuadrado
5.411182275601173,4.196822116881818,-0.1452183059201819,4.899021374233905,0.3486826547549372,4.631981785346591,0.10744614398331215,cuadrado
-0.29804827227673053,-0.27778980706794654,-0.15361735109868585,-0.2945935984294869,0.05768272793986079,-0.2090860452617341,0.07555630330342519,cuadrado
-0.19311466169087016,0.14997739602909554,-0.1543069423864697,-0.2929293741137269,0.05768300073269518,-0.2080386076548464,0.07555629500242139,cuadrado
